Replicate,Plate,Group,Sample,Count,median,peak,sd,cv,rCV
Rep4-H2O2-Ctrl,d062721-120min-H2O2-M24KO-R4,120min,F7,10714,5773,5805,3216.75,49.97,47.64
Rep4-H2O2-Ctrl,d062721-120min-H2O2-M24KO-R4,120min,G5,10741,66470,94699,53918.86,80.75,105.48
Rep4-H2O2-Ctrl,d062721-120min-H2O2-M24KO-R4,120min,G7,10937,5740,5427,3272.98,50.92,46.8
Rep4-H2O2-Ctrl,d062721-120min-H2O2-M24KO-R4,120min,H5,11008,71822,97201,55184.41,76.42,95.15
Rep4-H2O2-Ctrl,d062721-120min-H2O2-M24KO-R4,120min,H7,11071,5702,6602,3113.63,49.14,46.2
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,A9,9624,30529,29493,12569.69,38.86,37.74
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,A10,12328,19151,19130,8172.82,40.34,41.04
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,A11,9333,7501,8119,3975.39,48.17,47.34
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,A12,10241,5668,6520,3111.67,49.67,48.21
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,B9,8991,29336,29473,12530.39,40.28,37.3
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,B10,12146,17697,19094,7888.27,41.88,42.37
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,B11,10807,7708,8247,4009.56,47.3,44.64
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,B12,11660,5175,6606,2723.64,47.65,45.67
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,C9,10448,31557,30161,13253.57,39.43,37.43
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,C10,12175,24701,25077,11132.19,42.4,42.82
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,C11,9303,7446,8987,4039.61,49.33,47.41
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,C12,9173,5984,7364,3539.38,52.89,51.31
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,D9,10682,35038,38339,14672.69,39.85,40.67
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,D11,9889,7563,7593,3839.16,46.97,45.38
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,E9,10681,32402,32445,13876.85,40.39,41.25
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,E11,10405,7521,9834,3979.39,47.98,46.4
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,F9,10625,23750,26834,9254.3,37.61,38.2
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,F11,10165,6372,7978,3414.29,49.09,47.84
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,G9,10485,22033,28135,9146.81,39.76,41.14
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,G11,9549,6178,9148,3408.64,49.78,48.84
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,H9,11022,20427,22860,8832.62,40.5,39.95
Rep1-0Pi-Ctrl,d060521-150min-0Pi-M24KO,150min,H11,9640,6317,7480,3440.14,49.33,47.47
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,A9,9355,28958,29479,12735.74,41.45,41.25
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,A10,11552,17088,18698,7337.62,40.8,40.17
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,A11,9452,80272,89964,38750.76,45.96,42.92
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,A12,11081,67461,81199,49152.88,73.73,87.04
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,B9,9380,29209,30910,11909.82,38.59,37.34
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,B10,12571,17855,17152,7920.37,42.2,42.22
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,B11,8883,67424,66213,30775.67,42.77,41.83
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,B12,12355,73846,77180,37660.45,49.54,46.07
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,C9,10554,33538,35671,13975.77,39.34,37.94
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,C10,14230,20185,19534,9064.9,42.05,38.78
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,C11,9823,81357,83413,40858.21,47.68,43.67
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,C12,10758,93739,110620,50745.28,54,49.11
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,D9,10812,34455,35650,14228.26,39.14,38.97
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,D11,10239,81037,83279,38412.48,45.7,42.5
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,E9,12302,28561,31647,11900.78,39.29,36.97
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,E11,12565,74159,73301,32236.01,41.23,37.86
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,F9,11264,20681,20879,8303.93,38.47,38.32
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,F11,10031,77527,90150,40364.49,50.39,46.98
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,G9,11421,20816,22305,8273.32,38.13,38.38
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,G11,10398,76288,87720,43277.92,55.2,53.38
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,H9,11307,21543,25022,8881.62,39.54,39.37
Rep2-0Pi-Rep1-H2O2,d060621-150min-0Pi-M24KO,150min,H11,10185,78210,85518,42957.99,53.47,52.34
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,A9,11285,28538,31633,12043.74,39.73,37.98
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,A10,13588,17616,18290,7642.05,40.71,40.24
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,A11,11829,75951,92215,35148,44,40.49
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,A12,12256,69550,90084,49735.06,69.66,82.39
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,B9,10685,28009,28115,11803.15,40,38.48
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,B10,13528,15847,15751,7351.62,43.24,40.93
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,B11,10415,66995,71549,29003.21,41.14,40.24
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,B12,12444,68292,102445,50260.17,71.38,87.81
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,C9,12088,31627,35625,14014.35,41.49,40.12
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,C10,13570,18775,19535,8538.13,42.45,41.07
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,C11,10796,84957,97230,40811.83,45.98,42.66
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,C12,12537,76122,110665,57451.78,73.84,92.92
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,D9,11723,32277,32379,13707.64,40.02,37.83
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,D11,11358,85483,97403,38613.28,43.61,39.81
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,E9,13533,28925,29489,12120.61,39.75,36.87
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,E11,11619,83613,81255,39603.62,45.29,41.23
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,F9,12440,18757,19555,7866.19,39.97,38.92
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,F11,11719,77100,94779,47553.84,60.94,62.01
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,G9,11508,18240,21363,7889.83,41.07,41.11
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,G11,13297,68657,94843,49056.04,69.55,81.31
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,H9,11687,19551,21388,8386.23,40.89,41.91
Rep3-0Pi-Rep2-H2O2,d061221-150min-0Pi-M24KO,150min,H11,11880,74207,110720,52045.08,68.96,78.78
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,A9,9683,74338,85606,34530.75,45.45,40.83
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,A10,13386,74771,87803,48760.06,65.94,69.47
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,A11,10506,7205,9482,3961.36,49.79,47.08
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,A12,11215,5335,6607,2904.48,49.39,47.8
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,B9,9877,65409,73430,27890.41,40.22,40.17
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,B10,12195,76155,99720,55130.86,72.39,85.66
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,B11,10627,8232,10575,4121.67,45.94,45.3
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,B12,12193,5234,6603,2772.4,48.34,47.42
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,C9,10677,73744,85433,40458.2,52.14,49.53
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,C10,11126,86022,116851,63938.77,74.13,88.88
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,C11,11103,7042,8982,3865.32,49.87,47.86
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,C12,12063,5140,5504,3140.1,54.64,49.3
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,D9,13934,76197,87756,35933.24,45.38,40.41
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,D11,13275,6499,7849,3485.72,48.54,45.94
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,E9,11717,85205,99845,45791.91,52.15,49.32
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,E11,12611,6596,7246,3724.92,50.79,46.48
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,F9,10869,85157,116725,55501.39,64.53,67.88
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,F11,10828,5673,7359,3315.74,52.44,48.48
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,G9,11085,88046,110627,55621.08,62.91,64.94
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,G11,11045,5681,6405,2969.79,47.35,45.72
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,H9,10933,78241,110583,56510.73,71.22,84.09
Rep3-H2O2-Ctrl,d062621-150min-H2O2-M24KO,150min,H11,11047,5547,5973,3095.35,50.32,47.5
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,A9,10568,74265,97183,38303.98,49.59,46.53
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,A10,13259,59833,94724,48386.01,77.46,101.04
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,A11,10315,6541,8123,3656.88,50.32,48.48
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,A12,11098,5222,6317,2930.06,50.36,49.19
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,B9,10157,66002,66134,29058.84,41.48,41.69
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,B10,13451,66570,97431,48693.49,73.18,87.23
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,B11,10035,7373,8118,3926.87,48.25,47.28
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,B12,12324,5041,6605,2805.51,49.89,48.34
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,C9,10517,80970,87728,41270.15,49.32,47.22
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,C10,10684,73261,129411,62852.09,83.21,111.38
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,C11,9930,6616,9476,3578.25,48.63,47.64
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,C12,9438,5176,5804,3183.44,54.35,53.08
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,D9,11782,81896,90164,39171.51,46.36,42.66
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,D11,12894,5731,6508,3104.48,48.58,44.59
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,E9,9568,80258,81204,44538.18,53.58,48.55
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,E11,10757,6559,8681,3468.59,47.98,46.52
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,F9,10911,70441,102412,52058.75,71.62,84.72
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,F11,10321,5764,6904,3269.76,51.18,49.9
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,G9,11143,72192,102444,52030.55,70.52,81.87
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,G11,11334,5484,6142,3044.68,50.02,48.36
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,H9,10619,73326,94817,53920.05,71.22,84.4
Rep4-H2O2-Ctrl,d062721-150min-H2O2-M24KO-R4,150min,H11,10740,5711,6510,3134.86,49.42,48.51
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,A1,9746,33113,33972,13636.26,39.17,36.43
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,A2,12127,19573,19557,8009.01,38.7,38.6
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,B1,8809,34298,34824,14572.01,40.33,37.82
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,B2,11880,17944,16429,7335.88,38.44,38.16
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,C1,10147,37090,36504,14988.1,38.37,36.21
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,D1,10080,41782,47829,16734.67,38.49,38.65
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,E1,10128,38289,41275,16210.5,40.51,40.12
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,F1,11370,26762,32415,10134.55,36.87,37.53
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,G1,10886,27596,28771,10128.82,35.76,35.54
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,C2,12237,24364,23379,10868.34,41.9,40.06
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,A3,9328,7634,9470,4091.72,48.28,47.57
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,B3,9409,8510,10207,4565.33,48.47,45.68
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,C3,9850,7159,7125,3994.41,49.94,48.18
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,D3,9970,7200,8533,3855.89,48.5,46.33
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,E3,10573,7045,7023,3667.16,46.84,44
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,F3,9200,6133,7722,3319.78,48.98,47.33
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,G3,9435,5960,6808,3281.97,49.49,47.79
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,H3,9522,5986,7024,3372.27,50.18,48.87
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,A4,9868,5961,6136,3374.69,50.92,49.49
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,B4,11210,5734,6507,3013.3,47.87,46.08
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,C4,10060,5570,6231,3173.5,51.19,47.85
Rep1-0Pi-Ctrl,d060521-180min-0Pi-M24KO,180min,H1,12413,23945,27444,9813.07,39.15,39.52
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,A1,9434,28976,31623,13182.71,42.67,41.57
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,A2,10732,18634,21360,7778.48,39.92,38.93
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,B1,9743,33410,37439,13240.67,38,36.61
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,B2,12385,19236,19546,7933.56,39.14,39.01
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,C1,10253,36727,39268,14471.54,37.71,36.44
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,D1,11448,36219,41212,15401.66,40.17,38.57
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,E1,11902,34414,34851,14264.17,39.29,37.11
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,F1,12004,21048,22363,8631.64,39.08,39.17
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,G1,12047,20283,21827,8255.02,38.9,38.11
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,C2,13238,23566,22351,9842.57,39.61,38.02
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,A3,9977,65511,67981,31600.33,44.46,42.8
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,B3,9457,51395,44372,24582.17,43.53,44.47
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,C3,9422,66081,67868,32597.8,45.34,41.47
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,D3,10108,64665,58442,30031.54,42.8,41.16
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,E3,10688,62765,64517,29199.2,42.67,39.09
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,F3,9898,66760,63033,34782.81,48,44.67
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,G3,9744,68704,61498,36705.01,49.39,45.67
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,H3,9804,68081,71542,36904.74,49.96,46.19
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,A4,9064,67595,77073,46425.64,67.71,65.74
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,B4,11449,64668,71511,31500.62,45.6,40.09
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,C4,9000,85963,92387,47448.01,51.47,47.8
Rep2-0Pi-Rep1-H2O2,d060621-180min-0Pi-M24KO,180min,H1,12730,18812,21349,7812.44,39.62,37.91
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,A1,11034,31555,30935,13617.13,40.94,39.3
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,A2,13151,19558,19537,8437.38,41.02,40.61
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,B1,11985,30962,30164,12511.19,38.81,35.76
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,B2,13134,19337,21880,8168.86,40.27,41.81
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,C1,11435,34831,36554,15320.28,41.41,40.19
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,D1,12901,33531,34017,14381.2,40.43,37.77
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,E1,14077,32321,33995,13232.5,39.02,36.53
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,F1,12740,18464,20432,7939.78,40.57,38.76
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,G1,13128,19880,22353,8957.44,42.69,43.33
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,C2,13676,20901,20415,9109.86,41.34,40.49
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,A3,10520,63137,66197,30486.71,44.77,40.19
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,B3,10492,53966,55558,26862.25,45.65,44.62
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,C3,10625,70286,69702,34856.02,46.19,43.03
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,D3,10879,71519,69654,35465.66,45.8,43.13
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,E3,11723,66400,63013,31072.79,43.09,38.29
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,F3,10823,68365,75257,38819.3,53.57,50.31
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,G3,10865,66339,66279,39454.9,55.62,51.51
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,H3,10993,69968,83323,43107.26,58.33,56.34
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,A4,10977,67153,75277,40621.44,57.22,55.2
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,B4,12568,65397,73320,39154.72,57.4,54.25
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,C4,11720,73630,79208,41626.22,54.06,46.92
Rep3-0Pi-Rep2-H2O2,d061221-180min-0Pi-M24KO,180min,H1,14044,18077,18309,8288.95,42.81,40.32
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,A1,10283,67058,58431,35788.23,49.46,47.25
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,A2,12040,73568,69619,50602.29,65.38,71.64
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,A3,11225,6837,7724,4292.71,56.16,47.12
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,A4,12321,5231,5424,2857.18,49.62,47.05
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,B1,10789,50125,45455,24564.2,44.73,46.51
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,B2,11639,76063,94926,50836.01,64.21,69.03
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,B3,11215,7774,7471,4287.4,49.73,46.02
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,B4,12886,5106,6515,2781.68,49.2,45.4
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,C1,11089,64693,61461,36203.51,52.01,51.7
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,C2,11004,82991,87783,53891.35,61.47,61.38
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,C3,11572,6780,8113,3778.12,50.26,48.76
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,C4,11038,5316,6418,3178.3,53.38,50.19
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,D1,12330,76146,79230,38483.17,47.18,45.59
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,D3,13377,6227,7243,3385.97,49.51,44.81
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,E1,11350,75662,92441,41648.58,51.37,50.34
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,E3,12257,6688,7247,3652.54,49.16,45.78
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,F1,10786,79163,83298,48359.64,57.71,58.64
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,F3,10999,5947,7239,3263.04,49.42,47.52
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,G1,11004,82044,81242,47452.37,54.63,55.17
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,G3,11024,5719,5807,3099.08,49,46.7
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,H1,11695,76099,89969,46705.15,58.4,56.07
Rep3-H2O2-Ctrl,d062621-180min-H2O2-M24KO,180min,H3,12763,5583,6815,3010.06,48.88,46.68
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,A1,10210,64813,59899,34453.61,49.37,47.17
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,A2,12847,62572,77173,42449.91,64.68,69.17
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,A3,11321,6692,7595,3945.15,52.53,47.57
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,A4,13105,5581,5577,3238.89,51.67,47.58
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,B1,9622,54278,64471,27437.68,46.07,48.66
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,B2,13862,66917,69742,40906,59.78,56.09
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,B3,10929,7310,7238,4016.83,48.96,46.38
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,B4,12492,5554,7595,3158.44,50.96,47.64
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,C1,9632,68660,67978,35831.79,48.07,45.99
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,C2,11038,79169,79098,56386.91,68.06,74.7
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,C3,11010,6693,6607,3701.07,49.11,47.17
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,C4,11523,5448,5973,3433.13,55.33,50.26
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,D1,12637,70420,79253,34670.98,45.4,42.18
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,D3,12000,6200,5570,3404.54,49.05,46.33
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,E1,10415,71992,71455,37287.49,47.74,45.56
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,E3,11861,6549,7991,3529.64,48.2,46.05
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,F1,10550,69759,75319,45729.38,61.54,64.17
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,F3,10862,6023,7028,3446.42,51.15,49.7
